Age,Income,Credit_Score,Employment_Years,Debt_to_Income,Loan_Amount,Education,Marital_Status,Previous_Default,Default
39,66470,444,3,0.20979634705364525,5171,Graduate,Married,No,1
51,8000,714,1,1.000940831547744,9414,High School,Divorced,No,1
34,66753,608,2,1.3506830702421837,9465,Graduate,Married,No,1
38,48334,850,3,1.1960966227910605,7518,Graduate,Married,No,1
18,59889,512,0,0.7627346790354075,2018,Bachelor,Single,No,1
68,28803,708,3,1.5109813406271904,7285,Other,Single,No,1
56,64724,604,0,0.8570005280517679,7950,Bachelor,Single,No,0
47,68430,652,2,1.245767528134445,8331,High School,Married,No,1
18,45002,405,3,0.08627936485191245,15063,Bachelor,Divorced,No,1
43,61943,551,1,1.543874763342791,12691,Graduate,Married,No,1
79,68993,378,0,1.3150710972275608,37027,Bachelor,Married,No,1
20,56357,383,2,1.3300223805951883,19907,High School,Married,No,1
62,25403,698,2,3.0,7042,Bachelor,Single,No,1
55,34145,583,2,1.086415764237354,6443,High School,Married,No,1
36,23353,613,1,0.6784869137216931,1056,Bachelor,Single,No,0
72,60639,438,8,1.0815690518893686,33395,Bachelor,Single,No,1
54,44302,569,2,1.5074005327608735,2420,Graduate,Married,No,1
68,51289,446,1,1.1557497330077229,17929,High School,Married,No,1
61,46356,481,0,0.231402819154938,19006,Bachelor,Married,Yes,1
28,38220,351,4,1.3066881458056552,19010,High School,Married,Yes,1
18,78353,337,2,0.7309233183513932,17148,High School,Single,No,1
58,19991,697,0,2.7056352403933457,14413,Graduate,Married,No,1
39,40355,419,3,0.37055981047969544,500,Graduate,Married,Yes,1
61,35171,571,2,1.279489981244271,15189,Bachelor,Single,No,1
31,47643,300,4,1.9510881176851873,21956,Graduate,Married,No,1
48,77525,666,3,1.53865737759527,8695,Graduate,Married,No,1
18,31785,469,1,0.7684973746476145,14148,Graduate,Married,No,1
41,49602,537,0,1.700291015070155,8287,High School,Married,No,1
45,32267,679,0,0.34809721435782415,7767,Other,Married,No,0
43,39408,489,0,1.6423127956600279,9183,Bachelor,Married,No,1
50,43440,601,5,0.7348190218766852,22236,High School,Single,No,1
18,55095,300,0,0.01466941124243637,25797,High School,Single,No,1
73,59197,565,3,1.743642694400116,18169,Bachelor,Single,Yes,1
46,56090,566,0,0.7005139410920695,500,High School,Single,No,0
28,86724,596,3,0.36026094225879746,587,High School,Divorced,No,0
27,57856,479,0,0.04236426345664013,2151,High School,Married,No,1
25,89870,542,6,2.8670637881733656,17558,Graduate,Single,No,1
61,73946,688,5,2.175167026591734,12941,Graduate,Single,Yes,1
55,9745,300,3,0.5532106607509577,29057,High School,Single,No,1
43,49298,539,2,0.2911947710620858,4781,Graduate,Married,No,1
49,27731,432,0,1.0722422661190316,4249,Graduate,Married,No,1
51,56602,738,2,2.2951437981533807,702,Graduate,Married,No,1
37,89810,534,2,0.4670050844203997,3862,High School,Divorced,No,1
56,61241,551,0,0.7163610445670296,17839,Bachelor,Single,No,0
44,49201,617,0,0.9808357555306685,6005,Graduate,Single,No,0
69,40927,525,2,0.9866330058046777,23821,Bachelor,Single,No,1
21,43322,300,1,0.6495051680337387,18718,High School,Single,Yes,1
62,72061,487,1,0.6583915493540591,22665,Bachelor,Divorced,Yes,1
20,45591,578,0,1.2228544835762905,7043,Bachelor,Married,Yes,1
56,77793,580,4,0.8758971050147387,8619,Bachelor,Married,Yes,0
33,43394,615,1,1.3114694150900617,2769,High School,Married,No,1
64,51184,691,4,0.8986460258264073,13974,High School,Single,No,0
41,42011,850,2,1.693595937362259,3578,Graduate,Single,No,1
49,61791,559,3,0.3695761614682751,9573,Graduate,Married,No,0
61,62276,759,1,2.382422335578874,6289,High School,Married,No,1
58,8000,600,3,1.554780358408652,5355,Other,Single,No,1
79,68350,488,6,1.334755080132819,28021,High School,Married,Yes,1
50,53187,539,2,0.8396634652313704,8649,Bachelor,Married,No,1
18,75565,506,3,0.5500101282830916,7896,Graduate,Married,No,1
21,21591,722,1,0.21824076846247775,3703,Graduate,Married,No,0
21,22136,361,5,0.5705632362175896,19013,Graduate,Married,No,1
56,22452,592,0,1.2645740541719082,6784,High School,Married,No,1
40,64687,491,2,1.3105794529887156,22057,Graduate,Married,No,1
50,46648,729,3,0.450718760796351,6123,High School,Divorced,No,1
29,16533,489,5,0.7449623217811194,14902,Graduate,Single,No,1
18,31489,300,4,0.9172231220856226,22361,Graduate,Married,No,1
45,65042,523,2,0.8926480558487385,3317,Bachelor,Single,No,1
59,22905,786,0,1.6440964924472046,2196,High School,Single,No,1
69,62453,433,0,0.8393001431393179,25734,Graduate,Married,No,1
52,35631,604,2,1.59727049068582,2476,High School,Divorced,No,1
47,72968,553,4,0.879298970285253,2134,High School,Single,No,0
65,88096,843,1,1.1635794278664988,21849,Graduate,Single,No,1
35,69920,590,2,1.8068096934519464,11027,Bachelor,Single,No,1
64,66274,400,6,0.6471896157254875,26313,Graduate,Married,No,1
23,82390,622,2,0.21427502878145166,10627,Bachelor,Single,No,0
46,58960,754,2,0.9865341423188321,4800,High School,Single,No,0
48,70386,699,0,0.7669797545845629,5063,Graduate,Married,No,1
45,27076,617,3,1.1294102528941696,6597,Bachelor,Single,No,1
70,69050,344,2,0.8642572057318378,33445,High School,Married,No,1
70,97799,656,2,1.1783650025185213,18291,Graduate,Married,No,1
43,43742,534,5,0.5864571155424223,4166,Bachelor,Single,No,1
52,48757,492,5,0.8961203929751165,6479,Bachelor,Married,No,1
28,65940,476,1,2.249832256652587,8135,Bachelor,Married,No,1
34,51710,343,3,1.3820458254201409,22124,Graduate,Married,No,1
46,76698,646,3,1.0256163108050125,18812,Graduate,Married,Yes,1
63,47472,699,1,1.21249175036594,15314,Graduate,Single,No,1
50,61996,609,2,0.967172275100157,6355,High School,Married,No,0
18,46956,416,1,0.012287206537664686,16748,Graduate,Married,No,1
75,92404,496,1,1.6618083969492623,27028,Bachelor,Single,No,1
49,62982,416,4,0.7234812316521789,6731,Bachelor,Single,No,1
50,23593,464,1,1.5495860534837518,22522,Bachelor,Single,No,1
41,31633,642,3,0.7115990664918845,500,Graduate,Single,No,0
37,55420,531,0,1.4000843821754176,18845,Graduate,Married,No,1
18,60930,422,1,0.8299219885747273,12095,High School,Single,No,1
52,45553,512,0,0.7303904271148036,3392,Bachelor,Single,No,1
47,33367,396,4,0.3020278300783672,16515,Graduate,Married,No,1
31,22426,586,3,0.5162508054342438,12293,High School,Single,No,1
20,44252,321,1,0.4131135032625166,17782,Other,Married,No,1
52,35569,674,3,1.3304864905357248,1398,Bachelor,Married,No,1
49,71837,494,4,0.4914720184937196,7041,Bachelor,Single,No,1
57,53908,523,1,1.2369555684210747,9003,High School,Married,No,1
60,32292,435,3,0.7000846679422787,13454,High School,Married,No,1
21,28247,675,1,0.42853060324134407,875,Graduate,Single,No,0
50,37819,556,5,0.7508405488163263,13934,High School,Single,No,0
68,41927,672,3,2.1934625170038107,4243,Graduate,Married,No,1
39,64085,774,1,1.0126952265887483,13167,Bachelor,Divorced,No,1
62,64964,817,2,2.5304407221401557,25965,High School,Married,No,1
63,72629,665,5,0.9068350660654212,11182,High School,Single,No,0
37,54374,497,1,0.3090025428350167,2718,Bachelor,Married,No,1
68,32480,850,3,1.5748744716444452,500,Other,Married,No,1
60,42874,850,2,1.7807807395946682,500,Bachelor,Married,No,1
36,20140,608,2,0.5955095502709846,10372,Bachelor,Married,Yes,0
44,50992,570,3,0.054304837674156836,9077,High School,Married,No,0
37,42253,523,2,0.4820064177348772,3212,Bachelor,Married,Yes,1
32,17842,630,0,0.3713329990193188,2117,Bachelor,Married,No,0
59,87723,449,3,0.817688296188474,20380,Graduate,Married,No,1
47,33927,665,0,1.9052543239143065,4926,Bachelor,Single,No,1
20,10877,381,4,0.4737384183684933,14875,Bachelor,Married,No,1
55,57199,534,1,2.3087568931726166,3920,High School,Divorced,Yes,1
55,53749,803,1,1.6640144381301951,9247,Other,Single,No,1
45,21596,677,3,1.5740603423756672,7525,High School,Married,No,1
63,48230,850,0,1.4432463958069035,3426,High School,Single,No,1
72,82576,543,3,1.9581732712760043,17231,Bachelor,Married,No,1
35,26322,513,2,0.0852208466837201,10151,Bachelor,Married,Yes,1
76,73641,415,1,1.2545369987696071,26392,Bachelor,Single,No,1
56,62820,731,2,1.1744239605880111,32089,Bachelor,Married,Yes,1
52,74267,464,0,1.261231677918666,6631,Graduate,Single,No,1
50,56643,518,0,0.6151979910474089,10308,High School,Married,No,1
18,62012,610,3,0.26627289914639896,8359,Graduate,Married,No,0
70,43550,850,1,3.0,18751,Bachelor,Single,Yes,1
31,49975,523,1,0.735722846443305,2726,Bachelor,Single,No,1
66,67173,530,2,1.8822074945563991,8231,Bachelor,Single,No,1
24,60159,394,1,2.1132651332770673,21752,High School,Married,No,1
46,42459,671,0,1.459050843130735,11217,Graduate,Married,No,1
49,34499,570,1,0.44818334253413306,9896,Bachelor,Single,No,0
53,45776,710,2,1.1811059089819484,1254,High School,Single,No,1
23,62942,536,3,0.8479503287826287,14156,Bachelor,Single,No,1
46,59753,748,2,1.5644168559656588,6066,Other,Married,No,1
45,75376,578,1,1.285624665648505,15655,Bachelor,Married,No,1
64,27009,734,5,2.2969263200545953,11847,Graduate,Single,No,1
39,30032,512,2,0.5186598606964483,3838,High School,Married,No,1
51,17629,410,3,0.47771660925593995,11428,High School,Single,No,1
59,24775,630,2,1.1928778170854386,13312,High School,Divorced,Yes,1
42,29905,524,3,1.5451737613330676,9359,Bachelor,Divorced,No,1
62,46189,513,5,1.1356885475880811,13969,High School,Married,No,1
56,43694,577,1,1.2084491013265253,2118,High School,Divorced,No,1
18,48477,300,0,1.39508450175242,23352,Graduate,Married,No,1
53,56969,505,3,1.1732756126727266,6935,Graduate,Married,No,1
18,22790,300,0,0.3669413964685022,11841,Graduate,Married,Yes,1
27,8000,449,0,1.4998754555865017,8904,High School,Single,No,1
48,33582,850,1,0.6273723815574117,2852,High School,Single,Yes,0
33,34039,359,3,0.8059797060335456,25293,High School,Single,No,1
49,54936,471,4,1.6804102469717253,15955,Graduate,Married,No,1
43,60093,639,5,2.2495624577984326,11882,Graduate,Single,No,1
18,17620,586,3,1.2334459578829704,3362,Bachelor,Single,No,1
37,65104,374,3,1.3991127563995027,26152,High School,Married,No,1
48,19612,576,1,1.0122948847081867,2597,Bachelor,Single,No,1
72,48937,638,1,1.6621970087071043,17022,High School,Married,No,1
45,72612,565,0,0.9220022680502139,2480,Bachelor,Divorced,No,0
69,69599,647,3,1.7101201325775817,7711,Bachelor,Married,No,1
18,61847,364,0,0.5605754089576775,18016,Graduate,Married,No,1
28,90629,455,7,1.5911635998150944,11461,High School,Married,No,1
46,41840,490,0,0.5845777069895688,6834,High School,Married,No,1
71,42424,610,2,2.2839653497635233,7429,Other,Single,Yes,1
30,47023,380,0,1.1911590934143752,24328,High School,Married,No,1
61,81109,586,0,1.3079910250310407,11220,High School,Single,Yes,1
18,44825,410,1,1.4646155970404295,20041,High School,Single,No,1
61,47082,734,1,1.568105542307435,3969,High School,Married,No,1
61,47599,770,0,1.0794892569357741,6686,Bachelor,Single,No,1
44,35774,389,0,0.2731016069382515,11026,Graduate,Single,No,1
60,51544,653,0,1.6825217339586787,500,High School,Single,No,1
30,65824,482,2,1.4579871956077128,16365,Bachelor,Single,No,1
27,58385,643,2,0.40072793078182023,11808,Bachelor,Single,No,0
41,40923,300,0,0.5249180000875628,12717,Bachelor,Single,No,1
23,38998,458,3,0.2976629646769078,9645,Graduate,Married,No,1
30,52096,359,3,0.4455746589832512,17818,Graduate,Married,No,1
40,65322,674,2,1.0350905428166,2271,High School,Single,No,1
18,36077,364,0,0.6848472792872173,16395,Graduate,Married,Yes,1
63,69383,786,3,1.5124808740501363,6636,Bachelor,Single,No,1
51,55961,754,7,1.7776667120391876,740,Other,Single,No,1
52,54407,431,2,0.45432373763222944,16109,Bachelor,Single,No,1
42,30229,592,0,1.712257803319194,8022,Other,Married,No,1
42,79606,701,0,0.9170248175120769,5530,Graduate,Married,No,0
40,36208,641,0,0.43761165150394976,2323,High School,Married,No,0
18,60210,496,3,0.6494078210954783,11486,Bachelor,Married,No,1
48,31637,700,1,2.182615973645977,28028,Other,Married,No,1
58,58690,556,2,1.2507344656950126,7800,Graduate,Married,Yes,1
49,81868,410,3,0.811480169605016,6125,High School,Divorced,No,1
54,31121,539,7,1.1218130288264938,2280,Graduate,Single,No,1
27,42769,382,1,3.0,26230,High School,Single,No,1
50,48727,491,2,0.5418208686112078,15315,High School,Married,No,1
25,37912,638,5,0.4893682331897211,3067,Bachelor,Married,No,0
22,55445,434,3,0.8273323138636767,14148,High School,Single,No,1
18,33648,441,1,0.4260198408432343,12967,Graduate,Single,No,1
57,57248,681,3,1.2468013422397932,835,High School,Married,No,1
55,91615,522,2,2.403859255422488,20692,Graduate,Married,Yes,1
21,43751,313,3,0.22663460579567074,22244,High School,Single,No,1
27,75562,665,1,0.5820640006756184,5104,High School,Divorced,No,0
53,53183,371,3,0.396248751611775,26277,High School,Married,No,1
18,8000,355,2,0.5894698292637395,16320,High School,Married,Yes,1
64,42608,850,1,2.368952886831191,2316,High School,Married,No,1
18,93541,582,0,2.542854701785214,22473,High School,Married,No,1
48,42880,300,0,1.1441797683283343,18111,Bachelor,Single,No,1
18,76424,404,0,0.5735877280023691,10971,High School,Single,No,1
42,33684,662,3,0.8616242752800598,4845,Bachelor,Married,No,0
78,21938,600,2,2.2011143747132795,20977,Bachelor,Married,No,1
51,51297,689,2,2.645418287773166,9682,Graduate,Single,No,1
43,52020,594,1,1.2209688902918168,7183,Graduate,Divorced,No,1
38,46148,720,7,0.9035087376721429,3395,Bachelor,Married,No,0
38,61721,678,1,1.1886129507425325,639,High School,Single,No,1
60,54909,794,2,1.1179025780479526,9239,High School,Single,No,1
65,16702,647,3,0.9105975028608241,13804,Other,Single,No,0
70,68089,491,1,0.6641700096317396,29064,High School,Married,No,1
54,85174,605,1,0.7840353237503574,8256,High School,Divorced,No,0
24,67215,763,1,2.460172030550803,10221,High School,Married,No,1
23,57667,678,0,1.1684119138317592,27077,High School,Divorced,No,1
52,56799,592,3,2.241075196139369,13372,High School,Married,Yes,1
42,89898,370,4,1.1311338853926554,24544,Graduate,Married,No,1
18,31494,683,3,0.24301686988135707,500,High School,Married,No,0
41,39468,385,1,1.713460434370385,16370,Bachelor,Married,No,1
54,31581,663,0,0.5635855809393583,19374,High School,Married,No,1
30,16332,561,0,0.3238499846056675,4130,High School,Single,No,0
80,45072,506,1,1.167958823210375,31813,Graduate,Married,No,1
51,43285,376,2,0.07446565663897353,16111,High School,Single,No,1
35,88586,570,3,1.433182455578555,10282,Graduate,Married,No,1
24,37494,300,0,0.46726803870417954,26457,Bachelor,Married,No,1
51,8000,561,3,0.7739856505958874,6948,High School,Single,Yes,0
29,68265,547,1,0.28299721180906445,9869,Other,Single,No,1
60,54274,544,0,1.5216020012619536,3896,High School,Married,No,1
58,44361,551,2,0.9871495534847551,12621,Graduate,Married,No,0
51,67663,603,1,1.7075845653023707,39355,High School,Single,No,1
50,90995,522,0,0.6552977127844617,9504,Graduate,Married,No,1
30,48659,498,3,0.753047899539268,16527,High School,Single,No,1
81,82587,522,1,1.734501518409806,25537,Bachelor,Single,No,1
46,89562,386,1,0.7481440396530453,8763,Graduate,Single,No,1
25,41818,341,4,0.5639752139319303,24042,Graduate,Single,No,1
80,20055,850,1,1.2880109287712156,6687,Graduate,Married,No,1
29,49590,485,0,1.978378912417832,11590,Graduate,Divorced,No,1
68,26517,584,2,1.2797978914277333,11486,Graduate,Married,No,1
58,8000,494,0,1.980468889714348,18867,High School,Married,No,1
57,67417,456,1,2.726878761913147,22001,High School,Single,Yes,1
56,69334,850,6,2.6267746444852227,4241,High School,Married,No,1
63,58241,620,0,1.5773610039789892,6859,Bachelor,Single,No,1
60,47010,636,2,1.2075006072209484,11353,Bachelor,Married,No,1
60,67747,703,0,0.8209823182417479,16913,Bachelor,Divorced,No,0
25,43102,341,2,1.0869204518422242,20658,High School,Single,No,1
55,68988,366,0,0.1955430788352478,18346,Bachelor,Married,Yes,1
43,57243,614,1,0.7656547087445054,7791,High School,Single,No,1
18,47383,484,1,0.7719023257006499,11948,High School,Single,No,1
30,8000,507,2,1.753207827337257,14861,Bachelor,Single,Yes,1
34,38735,468,3,2.244677291316368,10851,Graduate,Single,No,1
31,74507,350,3,0.9792180156211223,22406,Graduate,Single,No,1
33,70043,434,2,1.491582657174882,14468,Bachelor,Single,Yes,1
37,55379,638,2,0.9203598601271731,7906,High School,Married,No,0
58,46631,783,0,0.9382271099069718,11613,Bachelor,Single,No,1
37,14240,406,1,0.9206236624916769,13521,High School,Married,No,1
59,49652,427,2,0.0005427132191548889,24890,Bachelor,Divorced,No,1
57,74414,466,2,2.1436247209255024,21407,Bachelor,Married,No,1
31,53085,544,5,0.5234226669442961,11705,High School,Single,No,1
56,81891,602,2,0.2994862607668285,17112,High School,Single,No,0
43,50984,689,3,1.7269862982373092,11994,Other,Married,No,1
50,58324,828,0,1.4416775933325972,2338,Other,Married,No,1
68,74276,450,4,0.43895011038238607,31577,Bachelor,Married,No,1
44,55174,490,1,0.8340504845281388,5198,High School,Single,Yes,1
32,33927,540,0,0.686667206216581,9180,High School,Married,Yes,1
34,34536,442,2,1.3156545357267724,20288,Bachelor,Single,Yes,1
18,45773,300,0,0.6326826552927458,18204,Graduate,Divorced,No,1
72,73268,599,1,0.8246388137023067,25422,High School,Married,No,0
29,37326,758,0,0.3826232149857497,500,Graduate,Single,No,0
21,55406,449,0,1.0271599132061016,15642,High School,Married,No,1
27,78810,521,2,1.1068653671768762,8164,Other,Single,No,1
75,38573,643,3,1.1943670334987473,25677,Bachelor,Married,No,1
50,48988,501,4,0.24360773949867454,11460,Graduate,Married,No,1
79,27731,611,2,1.3591495261019673,23617,High School,Married,Yes,1
47,34296,703,0,1.8909271833572285,2200,Bachelor,Single,Yes,1
48,44349,642,0,0.16335496117157855,18466,High School,Single,No,1
20,54077,681,1,0.054557002628014994,1873,High School,Married,No,0
37,58917,568,4,1.3036970162678112,6639,Graduate,Married,No,1
41,40278,609,0,0.5919207004506513,1655,Graduate,Married,No,1
59,95306,521,2,0.4881870103169532,20472,Graduate,Single,No,1
49,66318,534,2,0.5576080412064919,7194,Bachelor,Single,No,1
65,45170,596,2,2.0953733051007015,2628,Graduate,Divorced,No,1
18,24322,300,3,0.8345897988349125,19103,High School,Married,No,1
77,35387,341,1,3.0,28865,High School,Married,Yes,1
38,71894,602,3,1.3964803460129485,14202,High School,Married,No,1
70,38165,435,2,1.2507462168916974,23852,Bachelor,Married,No,1
88,15906,551,3,2.300725592218166,27861,Bachelor,Single,No,1
35,50984,638,0,0.6848515272192188,9550,High School,Single,No,0
48,67768,630,1,0.9155671812546239,4120,Bachelor,Married,No,0
48,17436,491,4,0.6659638887697745,13157,Graduate,Married,No,1
69,62550,850,2,2.1269481720588774,4193,Bachelor,Married,No,1
46,78762,657,2,0.45818817402140244,3180,High School,Married,No,1
53,44299,720,4,2.465426917965055,36104,High School,Single,No,1
36,70401,502,1,0.5864315352880012,16560,High School,Single,No,1
47,69486,393,1,0.297084843772215,14574,High School,Divorced,No,1
23,31583,683,4,0.3265862546276477,3961,Bachelor,Married,No,0
61,90548,595,1,1.6701783892665598,3815,Bachelor,Married,Yes,1
47,62244,609,2,1.5666140269009277,2380,Bachelor,Married,No,1
48,26366,569,0,1.7837166996399283,10662,Bachelor,Married,Yes,1
75,63780,448,4,1.7399348343188223,20318,Graduate,Single,No,1
53,30264,829,1,2.1318897307948133,14701,High School,Married,No,1
53,60596,687,0,1.9926963830451898,8711,Bachelor,Married,No,1
45,56884,770,3,0.7358644127254359,1226,Graduate,Married,No,0
77,12685,461,0,0.9957497102750348,35015,High School,Married,No,1
58,54608,586,0,1.1585039701900492,7632,High School,Single,No,1
18,59327,390,3,0.8397926763298731,12237,Graduate,Single,No,1
62,65556,400,4,0.21279186903900715,28896,High School,Single,Yes,1
56,40035,490,5,1.0554336731970493,1458,Bachelor,Single,No,1
67,104329,626,1,1.5890995083888846,10876,High School,Divorced,No,1
21,93553,533,1,0.6801171364614744,12683,Bachelor,Married,No,1
29,58045,580,4,1.5961843814167818,6079,High School,Married,No,1
23,86508,747,0,0.03712583830515903,19392,High School,Married,No,0
39,64617,615,2,0.8749782125255118,11603,Bachelor,Single,No,0
69,70417,787,3,1.095577908769928,21673,High School,Divorced,Yes,1
58,57762,425,7,0.7613204014453809,14277,Bachelor,Single,No,1
20,43268,513,8,0.9532595041669343,8288,High School,Single,No,1
22,67212,769,7,0.06007418839730727,3869,High School,Married,No,1
84,46688,530,0,1.5286020587027283,36786,High School,Married,No,1
18,57935,375,1,1.3225830310693207,9967,High School,Married,No,1
43,29545,560,0,0.5239652710611478,3981,Graduate,Single,No,0
61,47630,548,3,0.97031606817419,14518,High School,Married,No,1
42,48393,583,0,0.8155513634676843,15504,Bachelor,Single,No,1
65,43889,370,0,0.4116077957148223,30310,High School,Single,No,1
25,36412,591,1,0.11384876055820792,6537,High School,Married,No,0
41,78804,527,0,1.7784246405601811,15072,Graduate,Married,No,1
52,38991,643,4,1.0149098662038802,2008,High School,Married,Yes,1
51,48816,739,2,1.5864091662684079,7843,Other,Married,No,1
66,70375,466,1,0.6514041289642263,26315,High School,Married,No,1
38,56591,520,0,0.38526411195259724,2120,Graduate,Married,No,1
68,61026,521,0,1.472343810431775,13468,Bachelor,Married,No,1
60,50014,588,2,1.2201849848094397,10300,Graduate,Married,No,1
65,33420,850,1,0.5421974234270757,2815,Bachelor,Divorced,Yes,1
68,50305,533,5,1.0434118700607498,20657,Bachelor,Divorced,No,1
43,65681,495,0,1.841432495906114,9881,High School,Single,No,1
43,57385,622,5,1.0385606297138426,500,High School,Married,No,1
83,28266,766,2,2.32866156227825,15975,Graduate,Married,No,1
47,45591,416,2,0.748637658618948,5365,High School,Single,No,1
69,77835,850,0,0.006129711186993569,8633,Bachelor,Married,No,1
18,91630,487,7,3.0,15352,Graduate,Single,No,1
45,81563,486,2,0.4288558958122366,1679,High School,Married,No,1
47,59420,380,0,3.0,19490,Other,Married,Yes,1
29,76093,478,5,1.1416863194096263,14432,Graduate,Single,No,1
19,19269,496,4,0.04595188707224007,8098,Bachelor,Married,No,1
47,49989,623,0,2.430965660368956,9907,Graduate,Divorced,No,1
48,29855,617,0,0.5656779816077397,8201,High School,Married,Yes,0
34,46295,558,4,1.1205228509308391,9439,High School,Single,No,1
62,71328,644,4,3.0,12739,Bachelor,Married,No,1
43,38127,300,0,1.7878337313703736,33287,High School,Married,No,1
39,68864,504,2,0.9054070055211022,4877,Graduate,Married,No,1
44,53567,590,2,0.8529852585205923,500,Graduate,Married,No,0
29,66665,300,1,1.079476906430571,23570,Bachelor,Married,No,1
32,62408,600,11,2.0940785815954106,7232,High School,Married,No,1
47,87033,580,1,1.1172453981624437,5742,Other,Married,No,1
43,17184,613,1,1.8101990355601587,13810,Bachelor,Single,No,1
87,45001,531,0,1.9156103579934722,28771,Bachelor,Married,No,1
45,38239,615,0,1.0534983752709086,5559,Bachelor,Married,No,1
68,64271,553,1,1.5444500241782084,15003,Graduate,Married,No,1
55,40781,588,4,1.2105411394725756,5854,Bachelor,Single,No,1
45,95756,760,1,1.1172489490717978,6969,Graduate,Single,No,1
18,60160,653,0,1.5274866568863588,7041,Graduate,Single,No,1
51,33443,619,9,0.459184956819384,6566,High School,Single,No,1
62,77355,481,3,0.8839770609027209,19079,Bachelor,Married,No,1
21,36042,407,1,0.4664293007589012,11569,Graduate,Single,No,1
53,58946,548,2,0.7886042179963297,6139,Bachelor,Married,No,1
55,55321,348,1,0.2880232244474302,16519,Graduate,Single,No,1
66,56161,531,0,1.0473324568547044,24052,Graduate,Single,No,1
63,50230,781,1,2.0202472401841476,1182,Bachelor,Married,Yes,1
18,29644,531,6,0.27493819186862245,6123,Graduate,Single,No,1
20,33451,300,1,1.268860963264282,26634,Graduate,Married,No,1
45,66766,461,3,0.16055356491786155,10223,Graduate,Single,No,1
36,70465,624,1,0.7255467206575029,8975,Bachelor,Married,Yes,0
51,61340,661,7,0.9933434681156948,2242,High School,Married,Yes,0
54,36733,534,1,0.9047641274713534,8599,Bachelor,Married,No,1
50,45160,589,0,1.1123569502600836,500,Bachelor,Single,No,1
50,28969,572,0,1.1115486529205985,4436,Bachelor,Married,No,1
39,60050,373,1,0.30516021935370485,7143,Graduate,Married,Yes,1
66,37939,840,9,1.0170904277362824,6701,Bachelor,Divorced,No,1
71,74228,477,0,3.0,25251,Bachelor,Married,Yes,1
18,75814,300,3,1.1768594316128906,24156,High School,Single,No,1
32,76517,542,4,0.2547487919215806,3981,Graduate,Divorced,No,1
18,51688,300,3,0.5727893060989622,17417,Bachelor,Single,No,1
59,71741,472,1,0.7274810837815355,17547,High School,Single,No,1
18,61294,501,0,2.352975345543915,15078,High School,Married,Yes,1
55,63797,619,2,0.7739456245030858,11119,Graduate,Single,No,0
70,33104,348,2,0.6074863527726326,35194,Bachelor,Single,Yes,1
18,46308,624,1,2.542745451158203,27953,High School,Single,No,1
47,8966,644,5,1.0355126597800217,8834,Other,Married,No,1
62,62370,512,6,1.3057292680361694,10015,Graduate,Married,No,1
64,17791,469,1,0.0490679239634465,28571,Other,Married,No,1
18,21932,515,2,0.7495358018034952,7595,Bachelor,Single,No,1
18,11861,495,3,1.9906125658910385,5330,Bachelor,Married,Yes,1
18,45088,463,5,0.10717770190912612,13874,Graduate,Divorced,No,1
18,80671,455,3,1.4128490937846538,29807,Bachelor,Married,No,1
41,35996,471,0,0.4663544149033384,3887,Graduate,Single,Yes,1
37,29387,658,2,1.4447386770930928,6974,High School,Divorced,No,1
61,60378,388,4,0.33396643965135253,19876,Bachelor,Married,No,1
28,54672,436,1,0.29498493621770283,14916,High School,Single,No,1
77,58595,537,0,1.5774231144561137,26523,High School,Single,No,1
27,80444,562,0,0.6688636793942857,13878,High School,Single,No,1
35,25641,551,2,0.5129793071999997,24367,High School,Married,No,1
36,48343,508,2,1.152264831080747,12470,Other,Single,Yes,1
36,66407,608,2,0.6677337906952292,4796,High School,Married,No,0
29,70745,620,3,1.2725602970902232,5548,Bachelor,Single,No,1
45,48142,780,2,0.8293079209434273,1548,Graduate,Divorced,No,0
43,48029,674,0,1.3765719267927847,6613,Bachelor,Single,Yes,1
19,21181,466,1,0.05594288064330144,5737,High School,Divorced,No,1
41,16297,352,4,0.24006722625560606,12337,Graduate,Divorced,No,1
35,20505,599,1,0.09655736572294571,2944,Bachelor,Single,No,1
51,32468,821,5,1.111797881551285,7049,Graduate,Married,No,1
18,76044,506,1,0.17547508891045138,8507,Graduate,Single,No,1
49,54546,425,5,3.0,21365,Other,Divorced,No,1
18,52291,373,0,0.1786079756625013,16296,Bachelor,Married,No,1
39,55535,616,1,0.6646522824345632,4338,High School,Single,No,0
49,46448,521,1,0.7177671134235786,7433,Bachelor,Single,No,1
27,76354,757,5,0.13194378758294478,2999,High School,Single,No,0
49,39944,783,0,0.8674779085550623,616,Graduate,Divorced,No,0
48,32036,599,0,1.7920567493633306,13427,High School,Married,No,1
48,57770,673,7,0.09921666262017026,3118,High School,Married,No,1
59,47939,806,4,1.6801633580139774,500,Graduate,Single,No,1
57,55858,533,0,1.53601611574351,8359,Bachelor,Single,No,1
24,40023,483,0,1.21527101426575,14643,Bachelor,Divorced,No,1
71,66576,515,3,1.265858938994651,22096,Bachelor,Single,No,1
50,22436,523,0,0.7503134180236003,7597,Graduate,Divorced,No,1
52,54925,438,3,0.5005956170834738,9185,High School,Single,No,1
36,58986,571,1,1.716077796924405,9160,Graduate,Single,No,1
37,58844,725,3,0.7310721374814653,2815,High School,Married,No,1
69,46038,850,0,1.5440479308599304,1470,Graduate,Divorced,Yes,1
